Selection	High Freq (Hz)	File Offset (s)	filename	duration	marginals
434	87.8	78345.6717	nn06a_20180912_000000.wav	6.762	
435	36.913	78390.156	nn06a_20180912_000000.wav	2.408	maginal
436	56	78441.1326	nn06a_20180912_000000.wav	3.852	
437	44.3	78458.2937	nn06a_20180912_000000.wav	2.782	maginal
438	51	78465.8259	nn06a_20180912_000000.wav	3.381	
439	48.5	79930.2796	nn06a_20180912_000000.wav	6.077	
440	46.98	80931.395	nn06a_20180912_000000.wav	1.797	maginal
441	50.336	80935.5557	nn06a_20180912_000000.wav	2.789	maginal
442	46.98	80942.2224	nn06a_20180912_000000.wav	3.026	maginal
443	45.1	85048.9471	nn06a_20180912_000000.wav	1.925	
444	39.4	69129.2422	nn06b_20180310_000000.wav	3.28	maginal
445	39.4	74502.8944	nn06b_20180310_000000.wav	6.149	maginal
446	93.3	76450.7329	nn06b_20180310_000000.wav	5.18	
447	57	76682.0869	nn06b_20180310_000000.wav	6.149	
448	55.5	76688.3478	nn06b_20180310_000000.wav	7.602	maginal
449	46.7	76970.8323	nn06b_20180310_000000.wav	5.665	
450	94.4	76974.9315	nn06b_20180310_000000.wav	4.472	
451	48.2	76979.0682	nn06b_20180310_000000.wav	2.274	
452	43	76981.7514	nn06b_20180310_000000.wav	3.987	
453	42	76990.5091	nn06b_20180310_000000.wav	4.659	
454	76.2	76992.3725	nn06b_20180310_000000.wav	1.453	
455	49.3	76993.7886	nn06b_20180310_000000.wav	2.05	
456	47.7	77020.9564	nn06b_20180310_000000.wav	2.869	
457	47.7	77046.8942	nn06b_20180310_000000.wav	2.199	
458	50.8	77049.6892	nn06b_20180310_000000.wav	1.566	maginal
459	47.2	77053.8632	nn06b_20180310_000000.wav	3.13	
460	31.1	77061.2794	nn06b_20180310_000000.wav	2.869	maginal
461	57.287	29797.1924	nn06b_20180827_000000.wav	5.106	
462	43.5	30218.4595	nn06b_20180827_000000.wav	8.087	
463	34.115	30304.1491	nn06b_20180827_000000.wav	4.689	maginal
464	33.471	30488.1799	nn06b_20180827_000000.wav	4.956	maginal
465	41.5	30491.6644	nn06b_20180827_000000.wav	6.82	
466	38.9	30504.447	nn06b_20180827_000000.wav	7.006	
467	52.852	30524.2657	nn06b_20180827_000000.wav	7.849	maginal
468	36.69	30539.8685	nn06b_20180827_000000.wav	4.903	maginal
469	38.9	30589.3043	nn06b_20180827_000000.wav	4.807	maginal
470	43.5	30705.3539	nn06b_20180827_000000.wav	9.018	
471	40.8	30824.0867	nn06b_20180827_000000.wav	3.093	maginal
472	39.5	30869.329	nn06b_20180827_000000.wav	5.329	maginal
473	40.2	31288.5091	nn06b_20180827_000000.wav	2.72	
474	40.8	31578.0373	nn06b_20180827_000000.wav	5.478	
475	36.9	31692.9316	nn06b_20180827_000000.wav	3.317	
476	37.6	72184.2111	nn06b_20180827_000000.wav	6.708	maginal
477	56.644	72235.7888	nn06b_20180827_000000.wav	9.094	
478	36.9	72256.3601	nn06b_20180827_000000.wav	5.366	
479	34.9	72326.0495	nn06b_20180827_000000.wav	5.665	
480	44.414	72363.8756	nn06b_20180827_000000.wav	6.038	
481	34.9	72402.8197	nn06b_20180827_000000.wav	4.248	
482	35.6	72419.9253	nn06b_20180827_000000.wav	4.211	
483	35.6	72558.708	nn06b_20180827_000000.wav	3.726	maginal
484	42.8	73891.4533	nn06b_20180827_000000.wav	5.404	maginal
485	29.839	73908.0693	nn06b_20180827_000000.wav	1.892	maginal
486	36.9	73934.4968	nn06b_20180827_000000.wav	8.795	
487	32.3	74065.6769	nn06b_20180827_000000.wav	5.441	maginal
488	39.5	74119.2297	nn06b_20180827_000000.wav	5.702	maginal
489	34.115	74268.9983	nn06b_20180827_000000.wav	6.43	maginal
490	41.2	44537.553	nn06b_20180902_000000.wav	5.031	
491	40.1	44710.248	nn06b_20180902_000000.wav	6.634	
492	40.1	52670.907	nn06b_20180902_000000.wav	5.478	
493	46.8	54172.584	nn06b_20180902_000000.wav	4.584	
494	44.463	54874.256	nn06b_20180902_000000.wav	3.682	maginal
495	36.917	55276.1323	nn06b_20180902_000000.wav	6.546	
496	39.43	55291.0658	nn06b_20180902_000000.wav	5.746	
497	33.031	55307.8626	nn06b_20180902_000000.wav	4.211	
498	44.463	55677.6038	nn06b_20180902_000000.wav	3.924	maginal
499	43.4	55826.05	nn06b_20180902_000000.wav	3.28	
500	47.819	55911.2792	nn06b_20180902_000000.wav	4.491	maginal
501	39	55940.46	nn06b_20180902_000000.wav	3.913	
502	46.8	56131.081	nn06b_20180902_000000.wav	3.466	maginal
503	33.557	57751.1802	nn06b_20180902_000000.wav	2.222	maginal
504	89.1	58131.689	nn06b_20180902_000000.wav	2.907	
505	39	58134.186	nn06b_20180902_000000.wav	3.317	
506	47.9	58136.72	nn06b_20180902_000000.wav	2.87	
507	46.98	58232.7113	nn06b_20180902_000000.wav	2.08	maginal
508	61.2	58562.571	nn06b_20180902_000000.wav	4.025	
509	63.5	58598.571	nn06b_20180902_000000.wav	4.233	
510	36.913	58872.756	nn06b_20180902_000000.wav	2.003	maginal
511	41.2	71269.379	nn06b_20180902_000000.wav	5.404	
512	42.3	71936.422	nn06b_20180902_000000.wav	4.1	
513	37.9	72443.329	nn06b_20180902_000000.wav	5.292	maginal
514	41.2	73451.217	nn06b_20180902_000000.wav	2.758	maginal
515	31.68	73461.9939	nn06b_20180902_000000.wav	4.745	maginal
516	42.3	73476.037	nn06b_20180902_000000.wav	5.329	
517	71.3	73483.379	nn06b_20180902_000000.wav	4.621	
518	43.4	73516.658	nn06b_20180902_000000.wav	3.466	
519	39	73535.702	nn06b_20180902_000000.wav	2.348	
520	39	73579.379	nn06b_20180902_000000.wav	2.683	
521	47.819	73649.2983	nn06b_20180902_000000.wav	4.019	maginal
522	39	73668.335	nn06b_20180902_000000.wav	4.621	
523	36.7	73679.851	nn06b_20180902_000000.wav	5.404	
524	36.7	73711.64	nn06b_20180902_000000.wav	4.286	
525	37.9	73718.46	nn06b_20180902_000000.wav	3.876	
526	37.9	73735.714	nn06b_20180902_000000.wav	3.578	
527	39	73754.832	nn06b_20180902_000000.wav	4.435	
528	57.9	84402.783	nn06b_20180902_000000.wav	4.323	
529	75.632	65114.9999	nn06b_20181204_000000.wav	4.435	
530	40.23	65137.2858	nn06b_20181204_000000.wav	5.59	
531	68.123	65268.7639	nn06b_20181204_000000.wav	8.311	
532	100	70179.956	nn06b_20181204_000000.wav	1.6	
533	60.403	70192.6531	nn06b_20181204_000000.wav	1.844	maginal
534	100	70266.256	nn06b_20181204_000000.wav	1.3	
535	83.333	70325.6915	nn06b_20181204_000000.wav	1.893	maginal
536	149.655	70375.3602	nn06b_20181204_000000.wav	2.758	
537	45.057	70962.1677	nn06b_20181204_000000.wav	6.559	
538	50.421	70968.6894	nn06b_20181204_000000.wav	3.726	maginal
539	36.475	71001.9318	nn06b_20181204_000000.wav	4.397	
540	46.667	71004.913	nn06b_20181204_000000.wav	4.472	
541	60.077	71080.6398	nn06b_20181204_000000.wav	8.124	
542	39.157	71125.5093	nn06b_20181204_000000.wav	6.372	
543	42.912	71177.4596	nn06b_20181204_000000.wav	5.702	maginal
544	34.866	71246.7391	nn06b_20181204_000000.wav	5.851	
545	51.494	71252.031	nn06b_20181204_000000.wav	4.36	
546	43.4	95.59	nn06d_20180829_000000.wav	6.186	
547	40.1	446.161	nn06d_20180829_000000.wav	6.708	
548	62.4	2537.702	nn06d_20180829_000000.wav	4.919	
549	64.6	2548.509	nn06d_20180829_000000.wav	7.304	
550	41.2	3159.205	nn06d_20180829_000000.wav	5.627	
551	42.785	30741.056	nn06d_20180829_000000.wav	4.501	maginal
552	49	33724.733	nn06d_20180829_000000.wav	3.689	
553	62.081	34245.2309	nn06d_20180829_000000.wav	5.39	
554	40.268	34254.356	nn06d_20180829_000000.wav	4.482	maginal
555	41.946	34261.5429	nn06d_20180829_000000.wav	4.349	
556	47.819	34267.3112	nn06d_20180829_000000.wav	6.572	
557	49	34390.901	nn06d_20180829_000000.wav	3.13	
558	42.3	34396.677	nn06d_20180829_000000.wav	3.429	
559	52.852	46602.6776	nn06d_20180829_000000.wav	4.303	
560	41.096	73060.6252	nn06d_20180829_000000.wav	3.847	
561	36.69	61170.5576	nn06e_20180820_000000.wav	2.38	maginal
562	34.685	61251.354	nn06e_20180820_000000.wav	4.062	maginal
563	34.759	61259.1616	nn06e_20180820_000000.wav	2.38	maginal
564	51.712	61362.3352	nn06e_20180820_000000.wav	6.149	
565	46.989	61478.1811	nn06e_20180820_000000.wav	6.395	maginal
566	38.468	61630.0992	nn06e_20180820_000000.wav	4.323	
567	36.577	61631.5155	nn06e_20180820_000000.wav	5.068	maginal
568	37.207	61638.7825	nn06e_20180820_000000.wav	7.137	
569	35.946	64122.2235	nn06e_20180820_000000.wav	3.503	maginal
570	37.838	66350.9814	nn06e_20180820_000000.wav	6.335	
571	36.577	66849.4286	nn06e_20180820_000000.wav	3.279	
572	53.604	66851.9254	nn06e_20180820_000000.wav	6.521	
573	34.054	66931.6769	nn06e_20180820_000000.wav	4.994	
574	37.207	66991.3415	nn06e_20180820_000000.wav	3.913	
575	32.162	67224.8199	nn06e_20180820_000000.wav	4.472	
576	64.955	83588.6833	nn06e_20180820_000000.wav	6.038	
577	52.342	83592.8944	nn06e_20180820_000000.wav	3.279	
578	75.676	83597.031	nn06e_20180820_000000.wav	6.336	
579	40.076	83606.6086	nn06e_20180820_000000.wav	4.913	
580	31.532	83624.0869	nn06e_20180820_000000.wav	4.547	
581	30.27	83636.5342	nn06e_20180820_000000.wav	4.696	
582	39.73	83975.4783	nn06e_20180820_000000.wav	3.764	
583	35.946	84533.7762	nn06e_20180820_000000.wav	5.59	maginal
584	42.2	10632.8198	nn07a_20190614_000000.wav	3.167	maginal
585	44.1	27064.2113	nn07a_20190614_000000.wav	4.659	maginal
586	43.5	27362.4596	nn07a_20190614_000000.wav	3.205	
587	40.8	48462.5217	nn07a_20190614_000000.wav	5.515	
588	39.5	48846.9316	nn07a_20190614_000000.wav	4.882	
589	191.589	49891.1992	nn07a_20190614_000000.wav	6.5669	
590	55.296	49958.7113	nn07a_20190614_000000.wav	4.2047	
591	120.717	50037.4198	nn07a_20190614_000000.wav	3.7795	
592	66.199	50045.6402	nn07a_20190614_000000.wav	3.1653	
593	67.757	50057.7348	nn07a_20190614_000000.wav	6.4724	
594	148.754	50229.7506	nn07a_20190614_000000.wav	5.7165	
595	146.417	50310.2545	nn07a_20190614_000000.wav	4.6299	
596	228.972	50377.4828	nn07a_20190614_000000.wav	6.6142	
597	156.542	50620.6009	nn07a_20190614_000000.wav	3.6378	
598	37.6	69306.7453	nn07a_20190614_000000.wav	4.845	
599	41.107	68306.456	nn07c_20180603_000000.wav	3.673	maginal
600	42.3	69278.222	nn07c_20180603_000000.wav	3.063	maginal
601	40.2	69306.974	nn07c_20180603_000000.wav	4.633	
602	39.2	69352.453	nn07c_20180603_000000.wav	2.984	
603	40.2	69363.605	nn07c_20180603_000000.wav	4.948	
604	46.3	69379.861	nn07c_20180603_000000.wav	5.576	
605	40.2	69397.736	nn07c_20180603_000000.wav	4.751	
606	38.2	69554.454	nn07c_20180603_000000.wav	4.869	
607	49.497	69661.5194	nn07c_20180603_000000.wav	2.506	maginal
608	46.3	69830.383	nn07c_20180603_000000.wav	3.966	
609	39.2	69874.567	nn07c_20180603_000000.wav	2.749	
610	47.819	69969.114	nn07c_20180603_000000.wav	2.695	
611	38.2	70143.31	nn07c_20180603_000000.wav	4.123	
612	46.3	70157.446	nn07c_20180603_000000.wav	5.065	
613	39.2	70176.883	nn07c_20180603_000000.wav	2.984	
614	43.3	70197.546	nn07c_20180603_000000.wav	2.906	
615	46.3	70204.417	nn07c_20180603_000000.wav	4.005	
616	35.484	70233.7435	nn07c_20180603_000000.wav	2.986	
617	44.3	70416.852	nn07c_20180603_000000.wav	3.966	
618	47.819	70851.756	nn07c_20180603_000000.wav	4.693	
619	38.591	71886.945	nn07c_20180603_000000.wav	2.175	
620	55.369	71907.7487	nn07c_20180603_000000.wav	3.309	
621	39.2	72092.815	nn07c_20180603_000000.wav	5.301	maginal
622	51.174	72260.7736	nn07c_20180603_000000.wav	4.255	maginal
623	44.3	72280.987	nn07c_20180603_000000.wav	3.534	
624	37.207	72462.7066	nn07c_20180603_000000.wav	3.193	maginal
625	50.3	72481.202	nn07c_20180603_000000.wav	3.848	
626	47.3	72488.702	nn07c_20180603_000000.wav	3.573	
627	35.315	72500.8781	nn07c_20180603_000000.wav	2.592	
628	44.463	72532.256	nn07c_20180603_000000.wav	2.703	maginal
629	35.946	72603.691	nn07c_20180603_000000.wav	4.433	maginal
630	47.3	72616.578	nn07c_20180603_000000.wav	2.592	
631	50.3	72625.414	nn07c_20180603_000000.wav	3.495	
632	40.36	72639.6083	nn07c_20180603_000000.wav	2.367	maginal
633	38.71	72657.0729	nn07c_20180603_000000.wav	1.251	maginal
634	48.658	72733.456	nn07c_20180603_000000.wav	5.87	maginal
635	42.742	72786.8536	nn07c_20180603_000000.wav	2.017	
636	44.3	72799.673	nn07c_20180603_000000.wav	3.534	
637	39.516	72811.124	nn07c_20180603_000000.wav	1.816	maginal
638	45.3	72901.029	nn07c_20180603_000000.wav	2.906	
639	48.3	72914.584	nn07c_20180603_000000.wav	3.495	
640	46.3	72930.055	nn07c_20180603_000000.wav	2.356	
641	38.212	73060.4435	nn07c_20180603_000000.wav	3.752	
642	52.852	73070.656	nn07c_20180603_000000.wav	3.768	maginal
643	45.3	73147.861	nn07c_20180603_000000.wav	4.202	
644	34.685	73156.33	nn07c_20180603_000000.wav	2.592	
645	49.3	73509.526	nn07c_20180603_000000.wav	3.259	
646	43.624	74339.656	nn07c_20180603_000000.wav	4.944	maginal
647	46.3	75668.309	nn07c_20180603_000000.wav	3.77	
648	45.3	75672.393	nn07c_20180603_000000.wav	2.317	
649	49.3	75702.942	nn07c_20180603_000000.wav	3.259	
650	43.3	75707.38	nn07c_20180603_000000.wav	3.338	
651	90.5	75711.086	nn07c_20180603_000000.wav	2.474	
652	52.3	75714.699	nn07c_20180603_000000.wav	4.594	
653	42.785	75732.651	nn07c_20180603_000000.wav	3.972	maginal
654	46.3	75746.749	nn07c_20180603_000000.wav	2.709	
655	41.129	75754.1359	nn07c_20180603_000000.wav	3.026	maginal
656	41.2	76106.725	nn07c_20180603_000000.wav	3.259	
657	47.3	76148.859	nn07c_20180603_000000.wav	2.984	
658	46.98	76199.056	nn07c_20180603_000000.wav	3.17	maginal
659	45.302	76482.7575	nn07c_20180603_000000.wav	3.688	maginal
660	39.2	76705.83	nn07c_20180603_000000.wav	2.552	
661	46.667	76992.518	nn07c_20180603_000000.wav	6.859	
662	185.1	77050.013	nn07c_20180603_000000.wav	7.029	
663	213.3	77083.359	nn07c_20180603_000000.wav	4.123	
664	43.3	77113.83	nn07c_20180603_000000.wav	6.95	
665	44.3	77545.319	nn07c_20180603_000000.wav	6.086	
666	44.463	77583.5249	nn07c_20180603_000000.wav	6.856	
667	38.591	78192.456	nn07c_20180603_000000.wav	2.347	maginal
668	48.3	78224.152	nn07c_20180603_000000.wav	4.83	
669	52.013	79483.8102	nn07c_20180603_000000.wav	4.634	
670	41.2	80664.518	nn07c_20180603_000000.wav	3.887	
671	49.3	80936.089	nn07c_20180603_000000.wav	5.144	
672	41.129	80946.7107	nn07c_20180603_000000.wav	3.47	
673	40.268	81113.956	nn07c_20180603_000000.wav	2.929	maginal
674	37.8	22476.968	nn08b_20180722_000000.wav	4.73	maginal
675	36.7	22487.017	nn08b_20180722_000000.wav	1.366	maginal
676	32.2	22490.97	nn08b_20180722_000000.wav	2.919	
677	41.946	22898.9651	nn08b_20180722_000000.wav	5.816	maginal
678	33.562	22910.5197	nn08b_20180722_000000.wav	4.452	
679	30.901	22994.534	nn08b_20180722_000000.wav	5.381	maginal
680	32.2	23007.214	nn08b_20180722_000000.wav	2.18	
681	30.822	23016.532	nn08b_20180722_000000.wav	2.68	
682	32.793	23068.0101	nn08b_20180722_000000.wav	2.44	maginal
683	31.1	23080.315	nn08b_20180722_000000.wav	2.328	maginal
684	32.2	23111.387	nn08b_20180722_000000.wav	3.067	maginal
685	41.946	23172.039	nn08b_20180722_000000.wav	6.809	maginal
686	32.718	23235.7309	nn08b_20180722_000000.wav	4.35	maginal
687	33.3	23261.786	nn08b_20180722_000000.wav	5.912	
688	41.107	23291.4874	nn08b_20180722_000000.wav	4.728	maginal
689	29.64	23315.2537	nn08b_20180722_000000.wav	4.965	maginal
690	30	23328.162	nn08b_20180722_000000.wav	4.028	
691	31.1	23403.539	nn08b_20180722_000000.wav	2.993	
692	30.27	23655.8522	nn08b_20180722_000000.wav	4.645	
693	33.3	23666.741	nn08b_20180722_000000.wav	3.621	
694	32.2	23678.638	nn08b_20180722_000000.wav	3.215	maginal
695	32.2	23697.111	nn08b_20180722_000000.wav	5.025	
696	32.2	23715.273	nn08b_20180722_000000.wav	4.065	
697	36.074	23729.8721	nn08b_20180722_000000.wav	3.074	maginal
698	34.4	23776.478	nn08b_20180722_000000.wav	4.323	
699	32.2	23831.328	nn08b_20180722_000000.wav	2.18	maginal
700	32.2	23865.613	nn08b_20180722_000000.wav	4.656	maginal
701	35.235	23887.9254	nn08b_20180722_000000.wav	5.264	
702	30	23960.756	nn08b_20180722_000000.wav	2.587	
703	32.2	23979.879	nn08b_20180722_000000.wav	4.101	
704	38.591	24000.356	nn08b_20180722_000000.wav	3.611	maginal
705	32.2	24038.017	nn08b_20180722_000000.wav	4.47	
706	34.4	24105.096	nn08b_20180722_000000.wav	4.876	
707	33.3	24125.97	nn08b_20180722_000000.wav	4.028	
708	43.624	24271.7491	nn08b_20180722_000000.wav	5.373	maginal
709	41.1	25291.951	nn08b_20180722_000000.wav	2.661	
710	34.435	25299.8384	nn08b_20180722_000000.wav	3.511	maginal
711	37.879	25308.539	nn08b_20180722_000000.wav	6.511	
712	28.237	25311.273	nn08b_20180722_000000.wav	2.93	maginal
713	33.423	25317.1984	nn08b_20180722_000000.wav	2.818	maginal
714	30.27	25319.3399	nn08b_20180722_000000.wav	4.126	
715	37.8	25324.278	nn08b_20180722_000000.wav	3.546	
716	30	25330.729	nn08b_20180722_000000.wav	5.247	
717	40	25333.278	nn08b_20180722_000000.wav	5.32	
718	30.901	25344.1478	nn08b_20180722_000000.wav	2.104	maginal
719	33.065	25351.8381	nn08b_20180722_000000.wav	3.632	maginal
720	27.117	25353.3525	nn08b_20180722_000000.wav	3.306	maginal
721	34.9	51386.981	nn09b_20180907_000000.wav	1.64	
722	63.694	54654.5406	nn09b_20180907_000000.wav	4.993	
723	47.7	59450.087	nn09b_20180907_000000.wav	2.273	maginal
724	32.6	59452.025	nn09b_20180907_000000.wav	1.938	maginal
725	44.2	59480.05	nn09b_20180907_000000.wav	1.043	maginal
726	45.302	59488.656	nn09b_20180907_000000.wav	2.584	maginal
727	45.3	59518.845	nn09b_20180907_000000.wav	3.093	
728	44.2	59530.397	nn09b_20180907_000000.wav	2.273	maginal
729	34.9	60476.199	nn09b_20180907_000000.wav	3.839	maginal
730	32.6	61038.745	nn09b_20180907_000000.wav	6.932	
731	33.7	62166.41	nn09b_20180907_000000.wav	5.739	
732	31.4	63079.043	nn09b_20180907_000000.wav	2.087	
733	40.7	63080.795	nn09b_20180907_000000.wav	4.621	maginal
734	36	68497.416	nn09b_20180907_000000.wav	3.988	maginal
735	39.5	69740.832	nn09b_20180907_000000.wav	5.217	
736	33.7	73326.41	nn09b_20180907_000000.wav	4.957	
737	48.8	73335.205	nn09b_20180907_000000.wav	2.907	maginal
738	30.2	75294.335	nn09b_20180907_000000.wav	2.646	maginal
739	62.2	85586.758	nn10b_20180416_000000.wav	8.2	
740	40.3	141.621	nn10b_20180907_000000.wav	3.878	
741	81.5	197.69	nn10b_20180907_000000.wav	3.398	
742	61.8	203.01	nn10b_20180907_000000.wav	4.029	
743	44.8	1127.586	nn10b_20180907_000000.wav	3.88	
744	43	1131.502	nn10b_20180907_000000.wav	2.179	
745	49.3	1617.022	nn10b_20180907_000000.wav	4.389	
746	44.8	1624.256	nn10b_20180907_000000.wav	4.289	maginal
747	43.9	2177.874	nn10b_20180907_000000.wav	2.81	maginal
748	46.6	2245.101	nn10b_20180907_000000.wav	2.33	maginal
749	46.6	2292.044	nn10b_20180907_000000.wav	3.91	
750	44.8	2335.566	nn10b_20180907_000000.wav	2.36	
751	47.5	3500.475	nn10b_20180907_000000.wav	3.21	
752	52.9	3503.948	nn10b_20180907_000000.wav	1.758	maginal
753	52.9	3510.894	nn10b_20180907_000000.wav	3.139	
754	39.4	3530.35	nn10b_20180907_000000.wav	4.359	maginal
755	46.6	3533.675	nn10b_20180907_000000.wav	2.139	maginal
756	49.3	3547.271	nn10b_20180907_000000.wav	3.51	maginal
757	43.624	52488.09	nn10b_20180907_000000.wav	4.492	
758	40.7	57794.863	nn10b_20180907_000000.wav	4.128	maginal
