File Offset (s)	duration (s)	Begin File	uniqID	Tag1	Tag2
35566.423	4.325	nn02d_20190216_000000.wav	nn02d_465	1	
35595.4034	2.163	nn02d_20190216_000000.wav	nn02d_466	1	
35652.6199	2.842	nn02d_20190216_000000.wav	nn02d_467	1	
35682.0946	2.287	nn02d_20190216_000000.wav	nn02d_468	1	
35719.9112	3.028	nn02d_20190216_000000.wav	nn02d_469	1	
35893.9148	4.477	nn02d_20190216_000000.wav	nn02d_470	1	
35901.6486	2.596	nn02d_20190216_000000.wav	nn02d_471	1	
35919.8674	2.443	nn02d_20190216_000000.wav	nn02d_472	1	
35930.5544	2.952	nn02d_20190216_000000.wav	nn02d_473	1	
35942.4119	1.629	nn02d_20190216_000000.wav	nn02d_474	1	
35986.4114	4.511	nn02d_20190216_000000.wav	nn02d_475	1	
36497.8301	6.21	nn02d_20190216_000000.wav	nn02d_476	1	h
36504.689	3.522	nn02d_20190216_000000.wav	nn02d_477	1	
36507.1916	5.345	nn02d_20190216_000000.wav	nn02d_478	1	
36518.7776	2.626	nn02d_20190216_000000.wav	nn02d_479	1	h
36539.9662	2.595	nn02d_20190216_000000.wav	nn02d_480	1	
36546.3308	2.688	nn02d_20190216_000000.wav	nn02d_481	1	
36552.7571	2.873	nn02d_20190216_000000.wav	nn02d_482	1	
36560.6974	2.194	nn02d_20190216_000000.wav	nn02d_483	1	
36593.5369	3.8	nn02d_20190216_000000.wav	nn02d_484	1	
36699.8159	3.429	nn02d_20190216_000000.wav	nn02d_485	1	
36709.1128	4.449	nn02d_20190216_000000.wav	nn02d_486	1	
36712.4804	5.963	nn02d_20190216_000000.wav	nn02d_487	1	
36724.0355	2.812	nn02d_20190216_000000.wav	nn02d_488	1	
36732.8408	3.368	nn02d_20190216_000000.wav	nn02d_489	1	
36752.0271	5.128	nn02d_20190216_000000.wav	nn02d_490	1	h
36774.671	3.491	nn02d_20190216_000000.wav	nn02d_491	1	
36792.1271	4.356	nn02d_20190216_000000.wav	nn02d_492	1	h
36803.6822	3.306	nn02d_20190216_000000.wav	nn02d_493	1	
36827.5929	3.182	nn02d_20190216_000000.wav	nn02d_494	1	
36868.6844	2.533	nn02d_20190216_000000.wav	nn02d_495	1	
36883.3481	3.862	nn02d_20190216_000000.wav	nn02d_496	1	
36889.7127	5.84	nn02d_20190216_000000.wav	nn02d_497	1	h
36892.9259	3.614	nn02d_20190216_000000.wav	nn02d_498	1	
39978.5771	3.584	nn02d_20190216_000000.wav	nn02d_499	1	h
39981.9139	3.985	nn02d_20190216_000000.wav	nn02d_500	1	
39989.2671	3.985	nn02d_20190216_000000.wav	nn02d_501	1	
40042.9334	4.264	nn02d_20190216_000000.wav	nn02d_502	1	
40278.2809	4.572	nn02d_20190216_000000.wav	nn02d_503	1	
40293.3639	4.665	nn02d_20190216_000000.wav	nn02d_504	1	
41757.7087	3.275	nn02d_20190216_000000.wav	nn02d_505	1	
48983.1891	2.91	nn02d_20190216_000000.wav	nn02d_506	1	
49285.3695	3.142	nn02d_20190216_000000.wav	nn02d_507	1	
34374.3547	7.442	nn01c_20180515_000000.wav	nn01c_38	1	h
35134.5196	5.755	nn01c_20180515_000000.wav	nn01c_39	1	
35443.8114	6.813	nn01c_20180515_000000.wav	nn01c_40	1	h
36612.0903	5.126	nn01c_20180515_000000.wav	nn01c_41	1	h
37016.5623	7.673	nn01c_20180515_000000.wav	nn01c_42	1	h
37020.3991	4.73	nn01c_20180515_000000.wav	nn01c_43	1	
37085.2784	2.778	nn01c_20180515_000000.wav	nn01c_44	1	h
37107.6378	6.218	nn01c_20180515_000000.wav	nn01c_45	1	
37140.3139	6.119	nn01c_20180515_000000.wav	nn01c_46	1	h
37180.1375	6.483	nn01c_20180515_000000.wav	nn01c_47	1	h
37221.5819	2.745	nn01c_20180515_000000.wav	nn01c_48	1	h
37257.8664	7.177	nn01c_20180515_000000.wav	nn01c_49	1	
37292.8939	2.547	nn01c_20180515_000000.wav	nn01c_50	1	
37905.0157	3.142	nn01c_20180515_000000.wav	nn01c_51	1	
37963.2299	3.076	nn01c_20180515_000000.wav	nn01c_52	1	h
38438.6383	3.373	nn01c_20180515_000000.wav	nn01c_53	1	
40179.0535	2.613	nn01c_20180515_000000.wav	nn01c_54	1	h
41196.7925	3.44	nn01c_20180515_000000.wav	nn01c_55	1	h
41244.4191	5.425	nn01c_20180515_000000.wav	nn01c_56	1	h
41455.664	5.524	nn01c_20180515_000000.wav	nn01c_57	1	h
41895.7262	5.425	nn01c_20180515_000000.wav	nn01c_58	1	h
42031.233	2.878	nn01c_20180515_000000.wav	nn01c_59	1	
42032.1329	1.662	nn01c_20180515_000000.wav	nn01c_60	1	
42123.9722	3.076	nn01c_20180515_000000.wav	nn01c_61	1	
42318.0868	2.613	nn01c_20180515_000000.wav	nn01c_62	1	
43078.136	4.987	nn01c_20180515_000000.wav	nn01c_63	1	
69059.7535	2.58	nn01c_20180515_000000.wav	nn01c_64	1	
27604.097	4.294	nn08c_20180412_000000.wav	nn08c_787	1	
28105.8763	7.786	nn08c_20180412_000000.wav	nn08c_788	1	
28172.0832	2.873	nn08c_20180412_000000.wav	nn08c_789	1	
37566.6271	3.028	nn08c_20180412_000000.wav	nn08c_790	1	
37622.3017	1.761	nn08c_20180412_000000.wav	nn08c_791	1	
38168.6391	2.524	nn08c_20180412_000000.wav	nn08c_792	1	
38284.3325	2.874	nn08c_20180412_000000.wav	nn08c_793	1	
38424.684	2.811	nn08c_20180412_000000.wav	nn08c_794	1	
38459.5965	2.318	nn08c_20180412_000000.wav	nn08c_795	1	
38463.273	3.213	nn08c_20180412_000000.wav	nn08c_796	1	
38516.9055	3.337	nn08c_20180412_000000.wav	nn08c_797	1	
38627.538	6.55	nn08c_20180412_000000.wav	nn08c_798	1	
38641.1014	3.615	nn08c_20180412_000000.wav	nn08c_799	1	
38651.4029	4.48	nn08c_20180412_000000.wav	nn08c_800	1	
38663.1124	3.615	nn08c_20180412_000000.wav	nn08c_801	1	
72572.6504	2.935	nn08c_20180412_000000.wav	nn08c_802	1	
77290.2736	6.18	nn08c_20180412_000000.wav	nn08c_803	1	h
77879.4829	4.974	nn08c_20180412_000000.wav	nn08c_804	1	h
78299.1961	3.244	nn08c_20180412_000000.wav	nn08c_805	1	
79371.0376	3.245	nn08c_20180412_000000.wav	nn08c_806	1	
79913.6307	5.746	nn08c_20180412_000000.wav	nn08c_807	1	h
80057.7578	4.541	nn08c_20180412_000000.wav	nn08c_808	1	h
80400.3299	2.997	nn08c_20180412_000000.wav	nn08c_809	1	h
80572.4175	6.674	nn08c_20180412_000000.wav	nn08c_810	1	h
80587.3991	2.719	nn08c_20180412_000000.wav	nn08c_811	1	
80602.9089	2.78	nn08c_20180412_000000.wav	nn08c_812	1	
80663.8019	3.985	nn08c_20180412_000000.wav	nn08c_813	1	
80671.4331	4.573	nn08c_20180412_000000.wav	nn08c_814	1	
80681.1962	4.511	nn08c_20180412_000000.wav	nn08c_815	1	
80819.4472	4.047	nn08c_20180412_000000.wav	nn08c_816	1	h
80949.64	2.935	nn08c_20180412_000000.wav	nn08c_817	1	
81033.7079	2.471	nn08c_20180412_000000.wav	nn08c_818	1	
81036.6121	4.603	nn08c_20180412_000000.wav	nn08c_819	1	
81105.8779	2.471	nn08c_20180412_000000.wav	nn08c_820	1	
81161.2405	4.079	nn08c_20180412_000000.wav	nn08c_821	1	h
81174.9554	3.213	nn08c_20180412_000000.wav	nn08c_822	1	
81176.1913	6.581	nn08c_20180412_000000.wav	nn08c_823	1	
81219.4146	2.719	nn08c_20180412_000000.wav	nn08c_824	1	
82177.8157	3.151	nn08c_20180412_000000.wav	nn08c_825	1	
82181.1216	3.275	nn08c_20180412_000000.wav	nn08c_826	1	
82184.9835	3.492	nn08c_20180412_000000.wav	nn08c_827	1	
83462.6431	6.21	nn08c_20180412_000000.wav	nn08c_828	1	h
83532.3769	3.213	nn08c_20180412_000000.wav	nn08c_829	1	
85356.2236	3.862	nn08c_20180412_000000.wav	nn08c_830	1	
85388.2011	3.337	nn08c_20180412_000000.wav	nn08c_831	1	
85597.293	2.286	nn08c_20180412_000000.wav	nn08c_832	1	
38140.4061	7.93	nn01d_20190119_000000.wav	nn01d_190	1	
38394.9408	8.76	nn01d_20190119_000000.wav	nn01d_191	1	
39292.017	6.041	nn01d_20181015_000000.wav	nn01d_182	1	
39626.1895	6.986	nn01d_20181015_000000.wav	nn01d_183	1	
39846.549	6.457	nn01d_20181015_000000.wav	nn01d_184	1	
39961.37	5.852	nn01d_20181015_000000.wav	nn01d_185	1	
40092.6164	7.099	nn01d_20181015_000000.wav	nn01d_186	1	h
40189.8414	5.249	nn01d_20181015_000000.wav	nn01d_187	1	
26204.351	5.367	nn09c_20190214_000000.wav	nn09c_1161	1	h
26602.8324	4.088	nn09c_20190214_000000.wav	nn09c_1162	1	h
29238.2819	4.14	nn09c_20190214_000000.wav	nn09c_1163	1	
40355.0949	7.411	nn09c_20190214_000000.wav	nn09c_1164	1	
41092.9293	5.826	nn09c_20190214_000000.wav	nn09c_1165	1	
44220.1652	7.053	nn09c_20190214_000000.wav	nn09c_1166	1	h
44506.0569	5.98	nn09c_20190214_000000.wav	nn09c_1167	1	h
44539.89	5.059	nn09c_20190214_000000.wav	nn09c_1168	1	h
44628.1493	7.155	nn09c_20190214_000000.wav	nn09c_1169	1	h
44954.0607	6.848	nn09c_20190214_000000.wav	nn09c_1170	1	h
45898.932	5.878	nn09c_20190214_000000.wav	nn09c_1171	1	
57243.2691	6.9	nn09c_20190214_000000.wav	nn09c_1172	1	
59398.2321	4.958	nn09c_20190214_000000.wav	nn09c_1173	1	
59407.8147	6.337	nn09c_20190214_000000.wav	nn09c_1174	1	
59538.1356	5.775	nn09c_20190214_000000.wav	nn09c_1175	1	h
59644.7937	5.417	nn09c_20190214_000000.wav	nn09c_1176	1	reject
40775.6078	4.232	nn08b_20190119_000000.wav	nn08b_744	1	
41880.3539	3.522	nn08b_20190119_000000.wav	nn08b_745	1	
41885.9151	2.966	nn08b_20190119_000000.wav	nn08b_746	1	
41886.9846	5.129	nn08b_20190119_000000.wav	nn08b_747	1	
41894.4615	4.666	nn08b_20190119_000000.wav	nn08b_748	1	
41902.8034	3.739	nn08b_20190119_000000.wav	nn08b_749	1	
41910.033	4.82	nn08b_20190119_000000.wav	nn08b_750	1	
41918.4057	2.966	nn08b_20190119_000000.wav	nn08b_751	1	h
41932.0618	3.831	nn08b_20190119_000000.wav	nn08b_752	1	
42005.4894	2.163	nn08b_20190119_000000.wav	nn08b_753	1	h
42009.5367	1.669	nn08b_20190119_000000.wav	nn08b_754	1	h
42014.8818	2.626	nn08b_20190119_000000.wav	nn08b_755	1	h
42018.1876	3.584	nn08b_20190119_000000.wav	nn08b_756	1	h
42024.3359	3.151	nn08b_20190119_000000.wav	nn08b_757	1	h
42210.7224	3.584	nn08b_20190119_000000.wav	nn08b_758	1	h
42214.7389	1.575	nn08b_20190119_000000.wav	nn08b_759	1	
42879.2661	1.421	nn08b_20190119_000000.wav	nn08b_760	1	h
42995.2159	1.143	nn08b_20190119_000000.wav	nn08b_761	1	h
42997.0696	1.205	nn08b_20190119_000000.wav	nn08b_762	1	h
43002.2911	2.132	nn08b_20190119_000000.wav	nn08b_763	1	h
46260.1421	6.148	nn08b_20190119_000000.wav	nn08b_764	1	h
46270.1833	6.056	nn08b_20190119_000000.wav	nn08b_765	1	h
46278.0309	6.704	nn08b_20190119_000000.wav	nn08b_766	1	h
46287.5776	5.5	nn08b_20190119_000000.wav	nn08b_767	1	h
46297.866	6.766	nn08b_20190119_000000.wav	nn08b_768	1	h
46309.0504	3.522	nn08b_20190119_000000.wav	nn08b_769	1	h
46318.0322	2.719	nn08b_20190119_000000.wav	nn08b_770	1	h
46327.5482	2.07	nn08b_20190119_000000.wav	nn08b_771	1	
46334.0981	4.233	nn08b_20190119_000000.wav	nn08b_772	1	
46350.2257	4.017	nn08b_20190119_000000.wav	nn08b_773	1	
46422.2723	3.646	nn08b_20190119_000000.wav	nn08b_774	1	
46452.0221	5.159	nn08b_20190119_000000.wav	nn08b_775	1	h
46468.5514	2.41	nn08b_20190119_000000.wav	nn08b_776	1	
46652.4105	1.607	nn08b_20190119_000000.wav	nn08b_777	1	
47233.5833	3.182	nn08b_20190119_000000.wav	nn08b_778	1	
67833.3825	2.843	nn08b_20190119_000000.wav	nn08b_779	1	
71979.6794	2.966	nn08b_20190119_000000.wav	nn08b_780	1	
71983.6341	1.854	nn08b_20190119_000000.wav	nn08b_781	1	
71992.6558	3.553	nn08b_20190119_000000.wav	nn08b_782	1	h
71997.2504	1.916	nn08b_20190119_000000.wav	nn08b_783	1	h
72016.1896	1.885	nn08b_20190119_000000.wav	nn08b_784	1	h
72021.5964	2.379	nn08b_20190119_000000.wav	nn08b_785	1	h
72029.3821	1.699	nn08b_20190119_000000.wav	nn08b_786	1	
41679.0626	4.758	nn02d_20180517_000000.wav	nn02d_248	1	
74029.2527	4.179	nn02d_20180517_000000.wav	nn02d_249	1	
74035.9596	7.171	nn02d_20180517_000000.wav	nn02d_250	1	h
74051.7464	4.953	nn02d_20180517_000000.wav	nn02d_251	1	
74060.0918	5.778	nn02d_20180517_000000.wav	nn02d_252	1	
74097.3889	5.056	nn02d_20180517_000000.wav	nn02d_253	1	
74102.032	4.231	nn02d_20180517_000000.wav	nn02d_254	1	
74299.567	4.849	nn02d_20180517_000000.wav	nn02d_255	1	
74314.941	4.901	nn02d_20180517_000000.wav	nn02d_256	1	
74324.1757	6.191	nn02d_20180517_000000.wav	nn02d_257	1	
74333.0494	6.758	nn02d_20180517_000000.wav	nn02d_258	1	
74389.2105	3.921	nn02d_20180517_000000.wav	nn02d_259	1	
74423.2603	2.734	nn02d_20180517_000000.wav	nn02d_260	1	
74433.9183	5.52	nn02d_20180517_000000.wav	nn02d_261	1	
74804.8288	3.096	nn02d_20180517_000000.wav	nn02d_262	1	
74937.6687	3.766	nn02d_20180517_000000.wav	nn02d_263	1	
75097.1326	2.425	nn02d_20180517_000000.wav	nn02d_264	1	
43807.742	2.862	nn09c_20181222_000000.wav	nn09c_1132	1	
43814.1304	4.498	nn09c_20181222_000000.wav	nn09c_1133	1	
44469.7841	5.315	nn09c_20181222_000000.wav	nn09c_1134	1	
44477.7058	6.438	nn09c_20181222_000000.wav	nn09c_1135	1	
68876.178	6.031	nn09c_20181222_000000.wav	nn09c_1136	1	
70200.45	3.935	nn09c_20181222_000000.wav	nn09c_1137	1	
70531.7126	8.586	nn09c_20181222_000000.wav	nn09c_1138	1	
73754.7052	3.665	nn09c_20181222_000000.wav	nn09c_1139	1	
73770.2419	6.542	nn09c_20181222_000000.wav	nn09c_1140	1	
73795.8235	6.798	nn09c_20181222_000000.wav	nn09c_1141	1	
73819.0774	2.556	nn09c_20181222_000000.wav	nn09c_1142	1	
74038.418	5.826	nn09c_20181222_000000.wav	nn09c_1143	1	
76272.6277	6.899	nn09c_20181222_000000.wav	nn09c_1144	1	h
76780.6833	2.811	nn09c_20181222_000000.wav	nn09c_1145	1	h
76872.3189	4.037	nn09c_20181222_000000.wav	nn09c_1146	1	
76983.3351	3.475	nn09c_20181222_000000.wav	nn09c_1147	1	
76988.497	3.22	nn09c_20181222_000000.wav	nn09c_1148	1	
77446.8514	3.067	nn09c_20181222_000000.wav	nn09c_1149	1	
78981.3776	2.402	nn09c_20181222_000000.wav	nn09c_1150	1	
78990.4235	2.914	nn09c_20181222_000000.wav	nn09c_1151	1	
79511.905	5.775	nn09c_20181222_000000.wav	nn09c_1152	1	h
79941.1344	5.878	nn09c_20181222_000000.wav	nn09c_1153	1	h
23578.7465	6.694	nn02d_20190113_000000.wav	nn02d_442	1	
23585.0326	3.424	nn02d_20190113_000000.wav	nn02d_443	1	
24026.5365	6.336	nn02d_20190113_000000.wav	nn02d_444	1	
24031.3917	4.958	nn02d_20190113_000000.wav	nn02d_445	1	
24039.16	2.657	nn02d_20190113_000000.wav	nn02d_446	1	
24098.2883	3.986	nn02d_20190113_000000.wav	nn02d_447	1	
44473.9219	5.213	nn02d_20190113_000000.wav	nn02d_448	1	
44489.3562	3.679	nn02d_20190113_000000.wav	nn02d_449	1	
44546.8009	6.184	nn02d_20190113_000000.wav	nn02d_450	1	
66254.7721	6.797	nn02d_20190113_000000.wav	nn02d_451	1	
66333.2219	5.52	nn02d_20190113_000000.wav	nn02d_452	1	
66693.8837	5.06	nn02d_20190113_000000.wav	nn02d_453	1	
66888.4468	5.98	nn02d_20190113_000000.wav	nn02d_454	1	
5091.1361	2.786	nn02d_20180713_000000.wav	nn02d_284	1	
5229.1353	3.869	nn02d_20180713_000000.wav	nn02d_285	1	
5243.5806	5.624	nn02d_20180713_000000.wav	nn02d_286	1	
6452.8596	3.56	nn02d_20180713_000000.wav	nn02d_287	1	
6456.1614	6.501	nn02d_20180713_000000.wav	nn02d_288	1	h
6459.7728	5.313	nn02d_20180713_000000.wav	nn02d_289	1	h
6792.682	3.972	nn02d_20180713_000000.wav	nn02d_290	1	
6806.1472	4.076	nn02d_20180713_000000.wav	nn02d_291	1	
6810.6356	5.005	nn02d_20180713_000000.wav	nn02d_292	1	
6871.2031	3.56	nn02d_20180713_000000.wav	nn02d_293	1	
6875.0724	3.302	nn02d_20180713_000000.wav	nn02d_294	1	
6882.2951	3.405	nn02d_20180713_000000.wav	nn02d_295	1	
6893.3841	4.746	nn02d_20180713_000000.wav	nn02d_296	1	
6975.8231	7.532	nn02d_20180713_000000.wav	nn02d_297	1	
7032.1571	3.044	nn02d_20180713_000000.wav	nn02d_298	1	
7076.7801	3.095	nn02d_20180713_000000.wav	nn02d_299	1	
7083.6933	4.54	nn02d_20180713_000000.wav	nn02d_300	1	
7091.2255	2.941	nn02d_20180713_000000.wav	nn02d_301	1	h
9514.121	4.798	nn02d_20180713_000000.wav	nn02d_302	1	
45953.0266	4.264	nn02d_20180713_000000.wav	nn02d_303	1	
46057.8198	2.865	nn02d_20180713_000000.wav	nn02d_304	1	
46835.342	7.207	nn09c_20181030_000000.wav	_1196	1	
50337.324	5.225	nn09c_20181030_000000.wav	_1197	1	
63727.133	2.555	nn09c_20181030_000000.wav	nn09c_1109	1	
63730.3017	2.905	nn09c_20181030_000000.wav	nn09c_1110	1	h
63732.1415	3.424	nn09c_20181030_000000.wav	nn09c_1111	1	
63733.0104	4.626	nn09c_20181030_000000.wav	nn09c_1112	1	h
63738.9899	6.184	nn09c_20181030_000000.wav	nn09c_1113	1	h
63758.7684	5.132	nn09c_20181030_000000.wav	nn09c_1114	1	h
63763.9509	2.544	nn09c_20181030_000000.wav	nn09c_1115	1	
49146.0165	5.424	nn01c_20180311_000000.wav	nn01c_1	1	
49184.1641	2.177	nn01c_20180311_000000.wav	nn01c_2	1	
49189.1291	3.972	nn01c_20180311_000000.wav	nn01c_3	1	
49193.8268	1.947	nn01c_20180311_000000.wav	nn01c_4	1	
49196.4238	3.284	nn01c_20180311_000000.wav	nn01c_5	1	
49209.9056	4.125	nn01c_20180311_000000.wav	nn01c_6	1	
49217.71	2.624	nn01c_20180311_000000.wav	nn01c_7	1	
49301.9846	5.004	nn01c_20180311_000000.wav	nn01c_8	1	
49850.0814	2.674	nn01c_20180311_000000.wav	nn01c_9	1	
49857.8344	2.674	nn01c_20180311_000000.wav	nn01c_10	1	
49865.8547	4.202	nn01c_20180311_000000.wav	nn01c_11	1	
51780.3169	3.131	nn01c_20180311_000000.wav	nn01c_12	1	h
51787.9554	3.132	nn01c_20180311_000000.wav	nn01c_13	1	h
51795.8611	4.697	nn01c_20180311_000000.wav	nn01c_14	1	h
51812.688	4.163	nn01c_20180311_000000.wav	nn01c_15	1	
51888.4965	3.17	nn01c_20180311_000000.wav	nn01c_16	1	
52387.5685	4.163	nn01c_20180311_000000.wav	nn01c_17	1	
56846.1661	4.507	nn01c_20180311_000000.wav	nn01c_18	1	
30040.4141	3.506	nn08b_20181121_000000.wav	nn08b_735	1	
30098.4928	3.506	nn08b_20181121_000000.wav	nn08b_736	1	
49328.7833	4.134	nn08b_20181121_000000.wav	nn08b_737	1	
73544.5445	9.824	nn08b_20181121_000000.wav	nn08b_738	1	
73582.0529	4.796	nn08b_20181121_000000.wav	nn08b_739	1	
73592.538	6.383	nn08b_20181121_000000.wav	nn08b_740	1	
74466.3997	8.931	nn08b_20181121_000000.wav	nn08b_741	1	
74776.9325	8.335	nn08b_20181121_000000.wav	nn08b_742	1	
74798.002	7.539	nn08b_20181121_000000.wav	nn08b_743	1	
50283.7617	7.459	nn01c_20181115_000000.wav	nn01c_1205	1	
50491.8123	3.373	nn01c_20181115_000000.wav	nn01c_1204	1	
50568.4584	2.993	nn01c_20181115_000000.wav	nn01c_1203	1	
50797.0525	5.928	nn01c_20181115_000000.wav	nn01c_124	1	
50857.7292	4.455	nn01c_20181115_000000.wav	nn01c_125	1	
53691.9273	5.626	nn01d_20180516_000000.wav	nn01d_155	1	
54068.8379	5.588	nn01d_20180516_000000.wav	nn01d_156	1	
56644.0373	8.647	nn01d_20180516_000000.wav	nn01d_157	1	h
62860.048	3.515	nn01d_20180516_000000.wav	_1206	1	
29334.5779	3.436	nn01d_20180715_000000.wav	nn01d_168	1	
30520.7189	7.741	nn01d_20180715_000000.wav	nn01d_169	1	
53767.1466	4.531	nn01d_20180715_000000.wav	nn01d_170	1	
54508.479	4.871	nn01d_20180715_000000.wav	nn01d_171	1	h
54550.7319	4.72	nn01d_20180715_000000.wav	nn01d_172	1	h
55140.2704	6.004	nn01d_20180715_000000.wav	nn01d_173	1	
67300.249	6.533	nn01d_20180715_000000.wav	nn01d_174	1	
58965.2308	7.053	nn09c_20180416_000000.wav	nn09c_1043	1	
59058.3962	5.979	nn09c_20180416_000000.wav	nn09c_1044	1	
59068.8735	6.439	nn09c_20180416_000000.wav	nn09c_1045	1	
59078.7372	5.724	nn09c_20180416_000000.wav	nn09c_1046	1	
59090.543	4.549	nn09c_20180416_000000.wav	nn09c_1047	1	
59128.8735	3.248	nn09c_20180416_000000.wav	nn09c_1048	1	
59164.8019	4.702	nn09c_20180416_000000.wav	nn09c_1049	1	
59174.6145	5.468	nn09c_20180416_000000.wav	nn09c_1050	1	
59186.0644	1.993	nn09c_20180416_000000.wav	nn09c_1051	1	
59187.6486	3.066	nn09c_20180416_000000.wav	nn09c_1052	1	
59216.3199	4.14	nn09c_20180416_000000.wav	nn09c_1053	1	
59290.5015	5.725	nn09c_20180416_000000.wav	nn09c_1054	1	
59382.3895	4.906	nn09c_20180416_000000.wav	nn09c_1055	1	
59411.1599	4.14	nn09c_20180416_000000.wav	nn09c_1056	1	
59474.1723	5.673	nn09c_20180416_000000.wav	nn09c_1057	1	
59896.6589	1.893	nn09c_20180416_000000.wav	nn09c_1058	1	
59898.2072	4.383	nn09c_20180416_000000.wav	nn09c_1059	1	
59954.1544	3.117	nn09c_20180416_000000.wav	nn09c_1060	1	
59988.0896	3.424	nn09c_20180416_000000.wav	nn09c_1061	1	
60010.5227	4.753	nn09c_20180416_000000.wav	nn09c_1062	1	
60016.2979	4.702	nn09c_20180416_000000.wav	nn09c_1063	1	h
60021.1531	3.885	nn09c_20180416_000000.wav	nn09c_1064	1	h
60025.4973	2.642	nn09c_20180416_000000.wav	nn09c_1065	1	
60027.9364	3.155	nn09c_20180416_000000.wav	nn09c_1066	1	h
60035.0031	3.578	nn09c_20180416_000000.wav	nn09c_1067	1	
60046.86	8.229	nn09c_20180416_000000.wav	nn09c_1068	1	h
60067.4534	3.271	nn09c_20180416_000000.wav	nn09c_1069	1	
60081.2011	6.44	nn09c_20180416_000000.wav	nn09c_1070	1	
60320.8825	4.14	nn09c_20180416_000000.wav	nn09c_1071	1	
60336.7769	3.782	nn09c_20180416_000000.wav	nn09c_1072	1	h
60349.6047	2.147	nn09c_20180416_000000.wav	nn09c_1073	1	
60473.5821	4.526	nn09c_20180416_000000.wav	nn09c_1074	1	h
59115.6729	4.531	nn01d_20180915_000000.wav	nn01d_175	1	
59223.7787	3.927	nn01d_20180915_000000.wav	nn01d_176	1	
59519.1141	5.038	nn01d_20180915_000000.wav	_1180	1	
60487.5739	4.417	nn01d_20180915_000000.wav	nn01d_177	1	h
60496.1075	6.155	nn01d_20180915_000000.wav	nn01d_178	1	
60509.6255	5.324	nn01d_20180915_000000.wav	nn01d_179	1	
79981.5103	4.946	nn01d_20180915_000000.wav	nn01d_180	1	
80194.3256	5.211	nn01d_20180915_000000.wav	nn01d_181	1	
59134.1243	5.418	nn08b_20180620_000000.wav	nn08b_529	1	h
59568.474	3.731	nn08b_20180620_000000.wav	nn08b_530	1	h
59595.9185	2.453	nn08b_20180620_000000.wav	nn08b_531	1	h
59599.3428	1.789	nn08b_20180620_000000.wav	nn08b_532	1	
59725.5747	3.117	nn08b_20180620_000000.wav	nn08b_533	1	h
63096.5833	2.341	nn08b_20180620_000000.wav	nn08b_534	1	
63106.065	4.395	nn08b_20180620_000000.wav	nn08b_535	1	
61508.866	5.173	nn01c_20180613_000000.wav	nn01c_65	1	
62742.3246	2.667	nn01c_20180613_000000.wav	nn01c_66	1	
62758.0696	4.682	nn01c_20180613_000000.wav	nn01c_67	1	h
62760.0709	2.266	nn01c_20180613_000000.wav	nn01c_68	1	
62769.2465	6.041	nn01c_20180613_000000.wav	nn01c_69	1	h
62769.6619	4.569	nn01c_20180613_000000.wav	nn01c_70	1	
62779.9701	3.663	nn01c_20180613_000000.wav	nn01c_71	1	
62780.0079	6.23	nn01c_20180613_000000.wav	nn01c_72	1	h
62791.0715	5.248	nn01c_20180613_000000.wav	nn01c_73	1	h
62801.1155	4.153	nn01c_20180613_000000.wav	nn01c_74	1	
62810.9259	5.135	nn01c_20180613_000000.wav	nn01c_75	1	
62816.3644	3.171	nn01c_20180613_000000.wav	nn01c_76	1	
62821.6129	3.965	nn01c_20180613_000000.wav	nn01c_77	1	
62834.4511	4.343	nn01c_20180613_000000.wav	nn01c_78	1	
62846.6098	4.04	nn01c_20180613_000000.wav	nn01c_79	1	
62856.3895	5.513	nn01c_20180613_000000.wav	nn01c_80	1	h
62869.6736	3.474	nn01c_20180613_000000.wav	nn01c_81	1	h
62884.1704	4.266	nn01c_20180613_000000.wav	nn01c_82	1	h
62906.1465	6.834	nn01c_20180613_000000.wav	nn01c_83	1	h
62959.46	6.344	nn01c_20180613_000000.wav	nn01c_84	1	
62981.4361	5.022	nn01c_20180613_000000.wav	nn01c_85	1	
62994.1988	2.341	nn01c_20180613_000000.wav	nn01c_86	1	
63011.6409	7.892	nn01c_20180613_000000.wav	nn01c_87	1	
63027.462	6.004	nn01c_20180613_000000.wav	nn01c_88	1	
63056.341	6.57	nn01c_20180613_000000.wav	nn01c_89	1	
63076.8445	4.757	nn01c_20180613_000000.wav	nn01c_90	1	
63109.1666	3.7	nn01c_20180613_000000.wav	nn01c_91	1	
63149.9848	3.247	nn01c_20180613_000000.wav	nn01c_92	1	
63208.9275	2.378	nn01c_20180613_000000.wav	nn01c_93	1	
63327.7193	2.266	nn01c_20180613_000000.wav	nn01c_94	1	
63349.6952	3.323	nn01c_20180613_000000.wav	nn01c_95	1	
75470.0329	6.004	nn01c_20180613_000000.wav	nn01c_96	1	
75975.9715	3.964	nn01c_20180613_000000.wav	nn01c_97	1	
78707.5334	6.532	nn01c_20180613_000000.wav	nn01c_98	1	
62314.9996	8.458	nn02d_20180314_000000.wav	nn02d_227	1	
62345.4337	4.078	nn02d_20180314_000000.wav	nn02d_228	1	h
63509.6272	4.456	nn02d_20180314_000000.wav	nn02d_229	1	
65508.3151	3.927	nn02d_20180314_000000.wav	nn02d_230	1	
76126.4251	3.55	nn02d_20180314_000000.wav	nn02d_231	1	
76259.937	3.474	nn02d_20180314_000000.wav	nn02d_232	1	
