Selection	High Freq (Hz)	File Offset (s)	filename	duration	marginals
440	34.7	20041.565	nn01e_20180828_100134.wav	5.776	
441	47.7	20045.143	nn01e_20180828_100134.wav	5.404	
442	29.7	20055.317	nn01e_20180828_100134.wav	6.642	
443	49.7	20057.068	nn01e_20180828_100134.wav	4.151	
444	34.7	20073.54	nn01e_20180828_100134.wav	6.224	
445	47.3	20074.957	nn01e_20180828_100134.wav	2.778	
446	38.7	20090.366	nn01e_20180828_100134.wav	2.801	
447	33.3	20971.23	nn01e_20180828_100134.wav	5.289	
448	55.8	22847.143	nn01e_20180828_100134.wav	1.485	
449	44.1	23697.95	nn01e_20180828_100134.wav	6.522	
450	35.4	23707.304	nn01e_20180828_100134.wav	2.72	
451	39.7	23711.031	nn01e_20180828_100134.wav	2.497	
452	34.7	23729.143	nn01e_20180828_100134.wav	5.366	
453	39.7	23825.925	nn01e_20180828_100134.wav	6.605	
454	43.4	23895.429	nn01e_20180828_100134.wav	8.087	
455	32.1	23913.727	nn01e_20180828_100134.wav	5.031	
456	39.318	23916.0897	nn01e_20180828_100134.wav	2.222	marginal
457	39.4	23924.365	nn01e_20180828_100134.wav	2.438	marginal
458	32.7	23933.627	nn01e_20180828_100134.wav	6.809	
459	61.8	23937.112	nn01e_20180828_100134.wav	2.199	
460	37.6	24018.708	nn01e_20180828_100134.wav	6.783	
461	39	24083.702	nn01e_20180828_100134.wav	7.267	
462	148.8	24322.658	nn01e_20180828_100134.wav	5.255	
463	36.9	6186.947	nn01f_20180501_000000.wav	5.434	
464	40	27990.731	nn01f_20180709_000000.wav	5.764	
465	42.2	29397.946	nn01f_20180709_000000.wav	7.352	
466	41.1	29411.727	nn01f_20180709_000000.wav	2.771	
467	37.8	49590.768	nn01f_20180709_000000.wav	3.99	
468	44.4	51102.842	nn01f_20180709_000000.wav	5.69	
469	45.6	51110.97	nn01f_20180709_000000.wav	2.143	marginal
470	43.3	51125.675	nn01f_20180709_000000.wav	2.513	
471	45.6	51553.204	nn01f_20180709_000000.wav	4.064	
472	50	51991.079	nn01f_20180709_000000.wav	4.323	marginal
473	44.4	52020.658	nn01f_20180709_000000.wav	3.88	marginal
474	35.6	54441.828	nn01f_20180709_000000.wav	3.141	
475	46.7	55080.384	nn01f_20180709_000000.wav	2.882	marginal
476	43.3	75751.781	nn01f_20180709_000000.wav	3.067	marginal
477	44.4	75757.433	nn01f_20180709_000000.wav	2.919	marginal
478	41.1	76384.522	nn01f_20180709_000000.wav	2.993	
479	38.9	76530.894	nn01f_20180709_000000.wav	3.769	marginal
480	55.6	76570.241	nn01f_20180709_000000.wav	2.439	
481	60	76651.603	nn01f_20180709_000000.wav	2.217	
482	41.1	76655.261	nn01f_20180709_000000.wav	3.362	
483	52.7	76665.273	nn01f_20180709_000000.wav	1.072	marginal
484	38.9	77497.02	nn01f_20180709_000000.wav	3.621	
485	41.1	77650.02	nn01f_20180709_000000.wav	5.247	
486	41.1	77657.431	nn01f_20180709_000000.wav	2.032	
487	46.7	77683.921	nn01f_20180709_000000.wav	1.404	marginal
488	41.1	77713.463	nn01f_20180709_000000.wav	3.215	
489	39.318	77799.4069	nn01f_20180709_000000.wav	2.8	marginal
490	41.1	77804.002	nn01f_20180709_000000.wav	3.067	marginal
491	41.1	77948.564	nn01f_20180709_000000.wav	3.104	marginal
492	42.2	78057.709	nn01f_20180709_000000.wav	4.397	
493	42.2	78177.126	nn01f_20180709_000000.wav	3.104	
494	40	78180.931	nn01f_20180709_000000.wav	2.956	marginal
495	40	78183.37	nn01f_20180709_000000.wav	3.51	
496	41.1	78204.451	nn01f_20180709_000000.wav	3.215	
497	44.4	78236.778	nn01f_20180709_000000.wav	3.806	
498	43.3	78389.468	nn01f_20180709_000000.wav	3.806	
499	47.8	80238.547	nn01f_20180709_000000.wav	1.33	marginal
500	41.1	80316.214	nn01f_20180709_000000.wav	3.621	
501	41.1	80479.36	nn01f_20180709_000000.wav	1.921	marginal
502	33.3	80572.027	nn01f_20180709_000000.wav	2.623	marginal
503	41.1	80693.106	nn01f_20180709_000000.wav	2.919	
504	42.2	80740.456	nn01f_20180709_000000.wav	3.806	
505	36.7	80903.86	nn01f_20180709_000000.wav	3.695	
506	35.6	80907.296	nn01f_20180709_000000.wav	6.687	
507	43.3	81771.369	nn01f_20180709_000000.wav	5.043	
508	43	81775.821	nn01f_20180709_000000.wav	2.623	
509	43.3	81779.793	nn01f_20180709_000000.wav	3.325	
510	42.2	83249.616	nn01f_20180709_000000.wav	6.096	
511	41.1	83256.561	nn01f_20180709_000000.wav	3.584	
512	65.6	4153.396	nn01f_20180728_000000.wav	5.284	
513	55.6	4173.369	nn01f_20180728_000000.wav	5.095	
514	56.7	4438.419	nn01f_20180728_000000.wav	6.318	
515	194.4	4490.682	nn01f_20180728_000000.wav	4.914	
516	230	4963.803	nn01f_20180728_000000.wav	6.17	
517	296.7	5218.803	nn01f_20180728_000000.wav	4.305	
518	62.4	5222.886	nn01f_20180728_000000.wav	2.882	
519	78.2	5224.844	nn01f_20180728_000000.wav	3.436	
520	272.2	5236.537	nn01f_20180728_000000.wav	4.766	
521	214.4	5248.308	nn01f_20180728_000000.wav	5.616	
522	254.4	5259.502	nn01f_20180728_000000.wav	5.173	
523	186.7	5275.685	nn01f_20180728_000000.wav	5.505	
524	192.2	5298.561	nn01f_20180728_000000.wav	5.099	
525	213.3	5321.749	nn01f_20180728_000000.wav	4.951	
526	207.8	7113.835	nn01f_20180728_000000.wav	5.321	
527	214.4	8434.796	nn01f_20180728_000000.wav	4.877	
528	117.8	10090.914	nn01f_20180728_000000.wav	4.766	
529	240	10520.697	nn01f_20180728_000000.wav	6.133	
530	228.9	10536.879	nn01f_20180728_000000.wav	4.471	
531	212.2	10545.931	nn01f_20180728_000000.wav	4.323	
532	175.6	10560.894	nn01f_20180728_000000.wav	3.473	
533	65.6	11223.03	nn01f_20180728_000000.wav	5.321	
534	52.2	11311.574	nn01f_20180728_000000.wav	1.811	marginal
535	60	11355.081	nn01f_20180728_000000.wav	6.54	
536	52.2	11406.938	nn01f_20180728_000000.wav	3.991	
537	63.3	12600.591	nn01f_20180728_000000.wav	5.505	
538	55.6	13358.586	nn01f_20180728_000000.wav	5.358	
539	64.4	14691.739	nn01f_20180728_000000.wav	3.104	marginal
540	49.7	14709.916	nn01f_20180728_000000.wav	3.326	
541	87.9	14714.387	nn01f_20180728_000000.wav	2.217	
542	57.6	37531.818	nn01f_20180728_000000.wav	4.6	
543	48.9	39914.209	nn01f_20180728_000000.wav	7.426	marginal
544	57.8	40237.064	nn01f_20180728_000000.wav	3.954	marginal
545	146.6	19947.567	nn01g_20180702_000000.wav	5.056	
546	51.7	27368.319	nn01g_20180702_000000.wav	3.792	marginal
547	52.7	27386.492	nn01g_20180702_000000.wav	3.871	marginal
548	36.9	27464.074	nn01g_20180702_000000.wav	4.582	marginal
549	40.1	27875.988	nn01g_20180702_000000.wav	4.464	
550	39	28000.898	nn01g_20180702_000000.wav	5.412	marginal
551	142.4	28037.672	nn01g_20180702_000000.wav	2.489	marginal
552	61.2	28044.782	nn01g_20180702_000000.wav	2.647	marginal
553	34.8	28141.011	nn01g_20180702_000000.wav	2.054	marginal
554	43.2	53140.918	nn01g_20180702_000000.wav	4.108	
555	43.2	53148.739	nn01g_20180702_000000.wav	4.029	marginal
556	45.4	53195.056	nn01g_20180702_000000.wav	4.029	
557	37.834	59468.1454	nn01g_20180702_000000.wav	5.328	marginal
558	44	60125.858	nn01g_20180702_000000.wav	5.056	marginal
559	57.7	61306.234	nn01g_20180702_000000.wav	3.397	marginal
560	41.1	18377.18	nn01g_20180808_000000.wav	3.251	marginal
561	51.1	30799.175	nn01g_20180808_000000.wav	4.95	
562	46.7	31553.845	nn01g_20180808_000000.wav	5.32	
563	45.6	32617.773	nn01g_20180808_000000.wav	5.948	
564	43.3	32691.946	nn01g_20180808_000000.wav	4.803	marginal
565	54.4	32757.805	nn01g_20180808_000000.wav	4.876	marginal
566	46.7	32894.793	nn01g_20180808_000000.wav	7.093	
567	50	32962.094	nn01g_20180808_000000.wav	5.468	
568	43.3	33325.352	nn01g_20180808_000000.wav	5.505	marginal
569	47.8	33782.882	nn01g_20180808_000000.wav	5.283	
570	52.7	33922.16	nn01g_20180808_000000.wav	3.51	
571	33.3	33923.786	nn01g_20180808_000000.wav	3.288	
572	45.6	34309.803	nn01g_20180808_000000.wav	4.248	
573	53.3	34426.522	nn01g_20180808_000000.wav	5.246	
574	41.8	34604.353	nn01g_20180808_000000.wav	2.697	
575	47.8	36625.965	nn01g_20180808_000000.wav	3.288	marginal
576	47.8	36785.047	nn01g_20180808_000000.wav	3.916	
577	53.3	36921.68	nn01g_20180808_000000.wav	6.317	
578	45.3	22294.323	nn02a_20180504_000000.wav	3.205	
579	55.8	22323.279	nn02a_20180504_000000.wav	3.652	
580	45.3	22468.472	nn02a_20180504_000000.wav	2.795	
581	50	22567.491	nn02a_20180504_000000.wav	3.876	
582	46.5	22751.404	nn02a_20180504_000000.wav	3.205	marginal
583	48.8	23101.267	nn02a_20180504_000000.wav	1.826	marginal
584	62.8	53588.124	nn02a_20180504_000000.wav	1.528	
585	51.2	53594.199	nn02a_20180504_000000.wav	4.099	
586	33.7	53829.056	nn02a_20180504_000000.wav	1.975	marginal
587	43	54986.832	nn02a_20180504_000000.wav	6.708	
588	34.5	40105.379	nn02a_20180517_000000.wav	2.758	
589	47.9	40270.36	nn02a_20180517_000000.wav	2.72	
590	44.5	40648.882	nn02a_20180517_000000.wav	4.137	
591	45.7	40736.832	nn02a_20180517_000000.wav	2.944	
592	45.7	40769.59	nn02a_20180517_000000.wav	4.472	
593	41.2	40784.72	nn02a_20180517_000000.wav	2.907	marginal
594	43.4	40878.484	nn02a_20180517_000000.wav	2.422	marginal
595	56.8	41168.161	nn02a_20180517_000000.wav	4.025	
596	62.4	41254.248	nn02a_20180517_000000.wav	4.174	
597	63.5	41416.621	nn02a_20180517_000000.wav	2.758	
598	35.2	41514.596	nn02a_20180517_000000.wav	3.36	marginal
599	40.1	41531.776	nn02a_20180517_000000.wav	4.621	marginal
600	35.6	52352.348	nn02a_20180517_000000.wav	4.211	marginal
601	39	52366.509	nn02a_20180517_000000.wav	5.814	
602	35.6	52393.155	nn02a_20180517_000000.wav	4.248	
603	37.9	52414.547	nn02a_20180517_000000.wav	5.217	marginal
604	42.3	52429.491	nn02a_20180517_000000.wav	3.913	
605	39	53035.006	nn02a_20180517_000000.wav	4.435	
606	60.1	20990.608	nn02b_20180508_000000.wav	1.7	
607	39	20991.791	nn02b_20180508_000000.wav	3.03	
608	50.1	20993.675	nn02b_20180508_000000.wav	1.589	
609	67.9	20995.411	nn02b_20180508_000000.wav	1.404	
610	34.5	20995.855	nn02b_20180508_000000.wav	2.106	
611	47.9	20996.63	nn02b_20180508_000000.wav	1.145	
612	64.6	20997.591	nn02b_20180508_000000.wav	1.884	
613	43.4	20997.813	nn02b_20180508_000000.wav	1.071	
614	60.1	21000.214	nn02b_20180508_000000.wav	1.145	
615	57.9	21000.436	nn02b_20180508_000000.wav	3.14	
616	36.7	21004.463	nn02b_20180508_000000.wav	2.993	
617	55.7	21004.795	nn02b_20180508_000000.wav	1.995	
618	46.8	21007.308	nn02b_20180508_000000.wav	2.069	
619	51.2	21010.323	nn02b_20180508_000000.wav	3.695	
620	53.5	21015.163	nn02b_20180508_000000.wav	2.734	
621	43.4	21018.931	nn02b_20180508_000000.wav	4.433	
622	35.6	21143.261	nn02b_20180508_000000.wav	2.808	marginal
623	40.1	21562.663	nn02b_20180508_000000.wav	3.066	marginal
624	36.7	22190.394	nn02b_20180508_000000.wav	2.734	marginal
625	53.5	60933.298	nn02b_20180510_000000.wav	3.093	marginal
626	49	66037.509	nn02b_20180510_000000.wav	2.907	
627	286.2	66041.46	nn02b_20180510_000000.wav	3.391	
628	40.1	66057.671	nn02b_20180510_000000.wav	2.273	
629	189.3	66612.13	nn02b_20180510_000000.wav	2.385	
630	191.5	66616.491	nn02b_20180510_000000.wav	3.168	
631	40.9	54204.541	nn02c_20180625_000000.wav	2.528	
632	50.9	55143.954	nn02c_20180625_000000.wav	3.293	
633	37.6	65291.49	nn02c_20180625_000000.wav	3.592	
634	40.9	67539.381	nn02c_20180625_000000.wav	3.634	marginal
635	39.9	68166.802	nn02c_20180625_000000.wav	3.81	marginal
636	40.3	68966.924	nn02c_20180625_000000.wav	3.517	marginal
637	38.8	69356.746	nn02c_20180625_000000.wav	3.178	marginal
638	46.3	69373.864	nn02c_20180625_000000.wav	6.06	
639	44.8	69390.771	nn02c_20180625_000000.wav	3.051	
640	41.8	70270.89	nn02c_20180625_000000.wav	4.492	
641	43.3	71718.551	nn02c_20180625_000000.wav	4.153	
642	43.3	72483.11	nn02c_20180625_000000.wav	5	
643	34.5	72498.763	nn02c_20180625_000000.wav	2.734	marginal
644	46.8	72587.028	nn02c_20180625_000000.wav	2.808	
645	47.8	72604.415	nn02c_20180625_000000.wav	3.729	
646	50.7	72623.017	nn02c_20180625_000000.wav	4.238	
647	41.8	72692.288	nn02c_20180625_000000.wav	4.11	
648	40.3	72702.034	nn02c_20180625_000000.wav	2.754	
649	43.3	75908.712	nn02c_20180625_000000.wav	3.051	
650	44.2	62920.696	nn02c_20180818_000000.wav	2.758	marginal
651	45.3	62988.335	nn02c_20180818_000000.wav	4.472	
652	40.7	63029.106	nn02c_20180818_000000.wav	2.348	marginal
653	40.7	63033.838	nn02c_20180818_000000.wav	1.901	marginal
654	44.2	63048.373	nn02c_20180818_000000.wav	4.025	
655	45.3	63094.323	nn02c_20180818_000000.wav	3.205	
656	44.2	63100.658	nn02c_20180818_000000.wav	4.621	
657	38.11	63119.6574	nn02c_20180818_000000.wav	2.982	marginal
658	45.3	63162.633	nn02c_20180818_000000.wav	4.771	
659	41.9	63329.404	nn02c_20180818_000000.wav	6	
660	45.3	63412.509	nn02c_20180818_000000.wav	4.062	
661	43.62	63579.019	nn02c_20180818_000000.wav	3.36	marginal
662	40.7	71657.143	nn02c_20180818_000000.wav	6.298	
663	51.2	71667.578	nn02c_20180818_000000.wav	2.311	
664	39.5	71669.814	nn02c_20180818_000000.wav	5.18	
665	38.4	71679.205	nn02c_20180818_000000.wav	5.479	
666	37.2	71689.23	nn02c_20180818_000000.wav	4.435	
667	43	71704.137	nn02c_20180818_000000.wav	6.149	
668	38.4	71718.634	nn02c_20180818_000000.wav	6.448	
669	38.4	71733.466	nn02c_20180818_000000.wav	7.23	
670	38.4	71752.099	nn02c_20180818_000000.wav	4.547	
671	32.6	71776.398	nn02c_20180818_000000.wav	6.448	
672	36	71793.093	nn02c_20180818_000000.wav	6.187	
673	37.2	71810.683	nn02c_20180818_000000.wav	5.963	
674	39.5	71825.609	nn02c_20180818_000000.wav	7.072	
675	37.2	71849.311	nn02c_20180818_000000.wav	7.435	
676	38.4	71873.488	nn02c_20180818_000000.wav	6.094	
677	41.9	71893.388	nn02c_20180818_000000.wav	6.597	
678	37.2	71915.357	nn02c_20180818_000000.wav	5.311	
679	36	71931.68	nn02c_20180818_000000.wav	5.982	
680	44.2	71946.382	nn02c_20180818_000000.wav	5.087	
681	40.7	71954.376	nn02c_20180818_000000.wav	3.075	
682	80.2	71963.264	nn02c_20180818_000000.wav	1.51	
683	73.3	71966.059	nn02c_20180818_000000.wav	3.019	
684	94.2	71969.357	nn02c_20180818_000000.wav	1.062	
685	69.8	71970.866	nn02c_20180818_000000.wav	1.957	
686	66.3	71975.171	nn02c_20180818_000000.wav	2.292	
687	81.4	71978.86	nn02c_20180818_000000.wav	1.677	
688	46.5	71986.519	nn02c_20180818_000000.wav	4.64	
689	38.4	71995.239	nn02c_20180818_000000.wav	3.354	
690	42.4	72003.14	nn02c_20180818_000000.wav	1.589	marginal
691	38.4	72005.692	nn02c_20180818_000000.wav	3.466	
692	37.2	72020.171	nn02c_20180818_000000.wav	2.292	marginal
693	36	72027.717	nn02c_20180818_000000.wav	3.075	
694	38.4	72042.866	nn02c_20180818_000000.wav	6.038	
695	34.9	72063.382	nn02c_20180818_000000.wav	5.479	marginal
696	39.5	72108.382	nn02c_20180818_000000.wav	4.249	marginal
697	31.4	72513.326	nn02c_20180818_000000.wav	3.522	
698	57	72839.897	nn02c_20180818_000000.wav	2.348	
699	40.7	74400.419	nn02c_20180818_000000.wav	6.149	marginal
700	39.5	74426.692	nn02c_20180818_000000.wav	3.131	marginal
701	40.7	74437.928	nn02c_20180818_000000.wav	3.746	marginal
702	41.9	74445.699	nn02c_20180818_000000.wav	5.367	
703	46.5	74668.463	nn02c_20180818_000000.wav	1.23	marginal
704	43	78444.438	nn02c_20180818_000000.wav	5.479	
705	61.6	78516.102	nn02c_20180818_000000.wav	1.901	
706	39.5	1428.149	nn02d_20180522_000000.wav	3.205	
707	72.1	1672.286	nn02d_20180522_000000.wav	5.404	
708	40.7	1876.248	nn02d_20180522_000000.wav	1.417	
709	43	1986.745	nn02d_20180522_000000.wav	3.392	
710	38.4	1998.447	nn02d_20180522_000000.wav	5.069	
711	30.2	2000.87	nn02d_20180522_000000.wav	3.317	
712	37.2	2005.342	nn02d_20180522_000000.wav	3.914	
713	37.2	2096.236	nn02d_20180522_000000.wav	7.379	
714	29.1	2098.099	nn02d_20180522_000000.wav	5.628	
715	36	2162.236	nn02d_20180522_000000.wav	4.435	
716	29.1	2166.708	nn02d_20180522_000000.wav	5.106	
717	39.5	2167.528	nn02d_20180522_000000.wav	4.957	
718	38.4	2250.633	nn02d_20180522_000000.wav	1.603	
719	39.5	7178.236	nn02d_20180522_000000.wav	5.367	
720	38.4	8807.031	nn02d_20180522_000000.wav	4.659	
721	48.8	8827.081	nn02d_20180522_000000.wav	3.131	
722	65.5	8830.567	nn02d_20180522_000000.wav	4.138	
723	36	8839.453	nn02d_20180522_000000.wav	4.473	
724	39.4	11887.831	nn02d_20180522_000000.wav	1.188	marginal
725	46.5	15388.472	nn02d_20180522_000000.wav	3.28	marginal
726	37.2	17042.683	nn02d_20180522_000000.wav	6.82	marginal
727	29.1	17078.832	nn02d_20180522_000000.wav	8.46	
728	45.3	19666.286	nn02d_20180522_000000.wav	4.696	
729	50	19704.373	nn02d_20180522_000000.wav	4.435	
730	47.7	20176.994	nn02d_20180522_000000.wav	5.106	
731	53.5	20225.553	nn02d_20180522_000000.wav	4.361	
732	58.1	20558.199	nn02d_20180522_000000.wav	3.839	
733	53.5	20565.093	nn02d_20180522_000000.wav	3.578	
734	47.7	20574.224	nn02d_20180522_000000.wav	2.833	
735	47.7	20586.969	nn02d_20180522_000000.wav	4.249	
736	47.7	20600.981	nn02d_20180522_000000.wav	4.92	
737	45.3	20619.466	nn02d_20180522_000000.wav	3.466	
738	43	20673.95	nn02d_20180522_000000.wav	3.951	
739	51.2	21306.522	nn02d_20180522_000000.wav	4.063	marginal
740	51.2	21394.77	nn02d_20180522_000000.wav	2.423	marginal
741	45.6	23429.475	nn02d_20180608_000000.wav	2.549	
742	37.8	23455.249	nn02d_20180608_000000.wav	1.33	marginal
743	46.7	23455.581	nn02d_20180608_000000.wav	2.106	marginal
744	43.3	23471.579	nn02d_20180608_000000.wav	1.81	
745	45.6	23482.81	nn02d_20180608_000000.wav	1.81	
746	48.9	23492.896	nn02d_20180608_000000.wav	2.512	
747	55.6	23505.332	nn02d_20180608_000000.wav	2.438	
748	35.6	23507.697	nn02d_20180608_000000.wav	2.438	marginal
749	51.1	23510.394	nn02d_20180608_000000.wav	3.731	
750	51.1	23544.643	nn02d_20180608_000000.wav	2.623	
751	38.9	23546.601	nn02d_20180608_000000.wav	2.623	
752	38.9	23552.534	nn02d_20180608_000000.wav	2.179	marginal
753	43.3	23555.084	nn02d_20180608_000000.wav	1.995	marginal
754	53.3	23560.921	nn02d_20180608_000000.wav	1.884	
755	36.7	23563.101	nn02d_20180608_000000.wav	2.623	
756	35.6	23568.68	nn02d_20180608_000000.wav	2.771	
757	36.7	23574.296	nn02d_20180608_000000.wav	2.364	
758	34.4	27617.276	nn02d_20180608_000000.wav	3.362	
759	25.6	27621.451	nn02d_20180608_000000.wav	1.958	
760	41.1	27624	nn02d_20180608_000000.wav	2.623	
761	31.1	27625.182	nn02d_20180608_000000.wav	1.995	
762	41.1	27799.818	nn02d_20180608_000000.wav	2.697	marginal
763	32.2	27803.919	nn02d_20180608_000000.wav	2.623	marginal
764	26.7	27810.384	nn02d_20180608_000000.wav	1.773	marginal
765	31.1	27812.254	nn02d_20180608_000000.wav	4.729	marginal
766	38.9	27813.473	nn02d_20180608_000000.wav	1.071	marginal
767	32.2	27822.303	nn02d_20180608_000000.wav	2.918	marginal
768	30	27946.227	nn02d_20180608_000000.wav	1.367	marginal
769	34.4	30085.943	nn02d_20180608_000000.wav	4.766	
770	33.3	33158.956	nn02d_20180608_000000.wav	2.29	marginal
771	34.4	34430.328	nn02d_20180608_000000.wav	2.069	marginal
772	24.4	34442.446	nn02d_20180608_000000.wav	1.958	marginal
773	33.3	34444.275	nn02d_20180608_000000.wav	2.586	marginal
774	41.1	34446.602	nn02d_20180608_000000.wav	2.179	marginal
775	31.1	34462.493	nn02d_20180608_000000.wav	3.288	marginal
776	40	35109.639	nn02d_20180608_000000.wav	1.662	
777	33.3	38122.001	nn02d_20180608_000000.wav	4.396	marginal
778	38.9	58522.548	nn02d_20180608_000000.wav	3.436	
779	27.8	58613.775	nn02d_20180608_000000.wav	4.581	marginal
780	33.3	58694.56	nn02d_20180608_000000.wav	5.098	
781	35.6	58747.082	nn02d_20180608_000000.wav	1.477	marginal
782	28.9	59813.856	nn02d_20180608_000000.wav	5.874	
783	27.8	59839.053	nn02d_20180608_000000.wav	4.433	
784	28.9	59868.225	nn02d_20180608_000000.wav	2.734	marginal
785	27.8	59935.895	nn02d_20180608_000000.wav	1.477	marginal
786	26.7	60133.053	nn02d_20180608_000000.wav	2.512	marginal
787	44.4	60157.807	nn02d_20180608_000000.wav	2.106	
788	28.9	60191.671	nn02d_20180608_000000.wav	1.81	marginal
789	34.4	60214.393	nn02d_20180608_000000.wav	1.662	marginal
790	27.8	60228.1	nn02d_20180608_000000.wav	2.364	marginal
791	28.9	60241.348	nn02d_20180608_000000.wav	1.588	
792	27.8	61706.959	nn02d_20180608_000000.wav	2.992	marginal
793	28.9	61801.068	nn02d_20180608_000000.wav	6.576	
794	153.3	30936.251	nn02e_20180629_000000.wav	2.992	
795	38.9	30937.618	nn02e_20180629_000000.wav	5.098	
796	151.1	30939.613	nn02e_20180629_000000.wav	3.066	
797	167.8	30943.884	nn02e_20180629_000000.wav	3.473	
798	35.6	30946.175	nn02e_20180629_000000.wav	4.322	
799	131.1	30949.426	nn02e_20180629_000000.wav	2.771	
800	138.9	30952.936	nn02e_20180629_000000.wav	2.734	
801	48.9	30955.485	nn02e_20180629_000000.wav	3.325	
802	113.3	30958.626	nn02e_20180629_000000.wav	3.103	
803	157.8	30963.096	nn02e_20180629_000000.wav	1.81	
804	33.3	30963.244	nn02e_20180629_000000.wav	5.098	
805	40	30966.015	nn02e_20180629_000000.wav	4.285	
806	32.1	30971.575	nn02e_20180629_000000.wav	3.288	marginal
807	121.1	30974.438	nn02e_20180629_000000.wav	2.327	
808	37.348	30975.2556	nn02e_20180629_000000.wav	5.879	marginal
809	41.1	37407.458	nn02f_20180803_000000.wav	4.964	marginal
810	41.1	37472.97	nn02f_20180803_000000.wav	2.996	marginal
811	34.8	37539.03	nn02f_20180803_000000.wav	3.723	marginal
812	34.8	38953.194	nn02f_20180803_000000.wav	1.669	marginal
813	42.7	41056.027	nn02f_20180803_000000.wav	3.252	
814	41.1	41265.137	nn02f_20180803_000000.wav	3.509	
815	49.1	41352.817	nn02f_20180803_000000.wav	3.595	
816	44.3	41428.977	nn02f_20180803_000000.wav	6.548	
817	41.1	41483.79	nn02f_20180803_000000.wav	3.852	
818	45.9	41565.993	nn02f_20180803_000000.wav	4.451	
819	41.1	41583.573	nn02f_20180803_000000.wav	3.809	marginal
820	44.3	41678.058	nn02f_20180803_000000.wav	2.696	
821	49.1	41733.043	nn02f_20180803_000000.wav	2.397	
822	45.9	41752.506	nn02f_20180803_000000.wav	3.252	
823	45.9	41873.73	nn02f_20180803_000000.wav	4.836	
824	41.1	42503.285	nn02f_20180803_000000.wav	3.894	marginal
825	33.2	42713.594	nn02f_20180803_000000.wav	1.969	
826	68	46858.934	nn02f_20180803_000000.wav	1.241	
827	134.5	46963.468	nn02f_20180803_000000.wav	4.836	
828	53.8	46968.518	nn02f_20180803_000000.wav	1.669	
829	68	46970.615	nn02f_20180803_000000.wav	5.863	
830	60.1	46983.488	nn02f_20180803_000000.wav	2.782	
831	38	46987.254	nn02f_20180803_000000.wav	1.669	marginal
832	45.9	47001.976	nn02f_20180803_000000.wav	3.852	
833	61.7	47005.699	nn02f_20180803_000000.wav	2.054	
834	41.1	47006.427	nn02f_20180803_000000.wav	7.233	
835	60.1	47008.609	nn02f_20180803_000000.wav	4.836	
836	47.5	47015.67	nn02f_20180803_000000.wav	3.124	
837	63.3	47025.342	nn02f_20180803_000000.wav	6.205	
838	63.056	47045.833	nn02f_20180803_000000.wav	7.333	
839	58.5	47055.163	nn02f_20180803_000000.wav	1.926	
840	31.6	47056.532	nn02f_20180803_000000.wav	5.307	
841	41.1	47058.073	nn02f_20180803_000000.wav	3.809	
842	33.2	47084.298	nn02f_20180803_000000.wav	4.28	
843	38	47118.107	nn02f_20180803_000000.wav	4.665	
844	33.2	47170.609	nn02f_20180803_000000.wav	5.392	
845	31.6	47244.372	nn02f_20180803_000000.wav	4.836	
846	27.9	83012.769	nn02f_20180803_000000.wav	9.503	
847	33.7	83127.831	nn02f_20180803_000000.wav	4.584	
848	45.4	29208.226	nn02f_20180817_000000.wav	2.67	
849	47.5	29211.301	nn02f_20180817_000000.wav	3.277	
850	37.29	29213.437	nn02f_20180817_000000.wav	3.28	marginal
851	38.9	29401.651	nn02f_20180817_000000.wav	4.572	marginal
852	47.4	29406.247	nn02f_20180817_000000.wav	3.911	marginal
853	50.5	29435.746	nn02f_20180817_000000.wav	5.175	marginal
854	37.8	29440.438	nn02f_20180817_000000.wav	2.347	marginal
855	51.8	29443.23	nn02f_20180817_000000.wav	3.763	
856	32.7	29467.339	nn02f_20180817_000000.wav	2.217	marginal
857	52.336	29471.8318	nn02f_20180817_000000.wav	1.342	marginal
858	43.6	29472.659	nn02f_20180817_000000.wav	3.104	marginal
859	52.9	29478.574	nn02f_20180817_000000.wav	5.017	marginal
860	41.8	29486.477	nn02f_20180817_000000.wav	1.441	marginal
861	46.4	29489.134	nn02f_20180817_000000.wav	2.144	
862	62.6	29496.995	nn02f_20180817_000000.wav	4.572	
863	41.2	29503.878	nn02f_20180817_000000.wav	1.663	
864	44.2	29506.908	nn02f_20180817_000000.wav	2.365	marginal
865	37.8	29566.115	nn02f_20180817_000000.wav	3.844	marginal
866	50.8	29752.228	nn02f_20180817_000000.wav	7.323	marginal
867	51.8	29817.678	nn02f_20180817_000000.wav	4.612	
868	34.6	29820.631	nn02f_20180817_000000.wav	1.618	marginal
869	38.9	30079.465	nn02f_20180817_000000.wav	4.579	
870	59.4	30082.315	nn02f_20180817_000000.wav	5.978	
871	46	30082.431	nn02f_20180817_000000.wav	4.827	marginal
872	40	30091.558	nn02f_20180817_000000.wav	3.363	marginal
873	41.869	30098.8301	nn02f_20180817_000000.wav	2.067	marginal
874	54.299	30099.018	nn02f_20180817_000000.wav	1.841	marginal
875	45.4	30116.144	nn02f_20180817_000000.wav	4.734	marginal
876	34.6	30117.682	nn02f_20180817_000000.wav	4.977	
877	41	30140.5	nn02f_20180817_000000.wav	5.745	
878	48.9	13353.5542	nn02g_20180816_000000.wav	3.658	
879	46.104	15716.0289	nn02g_20180816_000000.wav	4.062	marginal
